TestType,TestName,ConfigurationFile,BasicTestConfiguration,Mode
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_E_END_X_X_MAX_64000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54005,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54000,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54001,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_8000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54002,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_16000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54003,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_32000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54004,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_64000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54005,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54000,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54001,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_8000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54002,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_16000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54003,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_32000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54004,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_64000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54005,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54000,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54001,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_8000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54002,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_16000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54003,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_32000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54004,
SmartCtvDcServer,ISODNELB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_64000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.DNELB",54005,
SmartCtvDcServer,RCOMP_PCIE_SMARTCTVDC_K_BEGIN_X_X_NOM_X_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.RCOMP_JSON",54001,
PrimePatConfigTestMethod,UTIL_PCIE_PATMOD_K_BEGIN_X_X_X_X_RCOMPTRIM,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.RCOMP_SETPOINT",,
SmartCtvDcServer,RCOMP_PCIE_SMARTCTVDC_K_SDTBEGIN_X_X_NOM_X_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.RCOMP_JSON",54001,
PrimePatConfigTestMethod,UTIL_PCIE_PATMOD_K_SDTBEGIN_X_X_X_X_RCOMPTRIM,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.RCOMP_SETPOINT",,
SmartCtvDcServer,TXRXDET_PCIE_SMARTCTVDC_K_END_X_X_MIN_X_RXDETECT,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.TXRXDET",54000,
SmartCtvDcServer,TXRXDET_PCIE_SMARTCTVDC_K_END_X_X_MAX_X_RXDETECT,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.TXRXDET",54000,
SmartCtvDcServer,TXRXDET_PCIE_SMARTCTVDC_K_END_X_X_MIN_X_RXNODETECT,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.TXRXDET",54001,
SmartCtvDcServer,TXRXDET_PCIE_SMARTCTVDC_K_END_X_X_MAX_X_RXNODETECT,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.TXRXDET",54001,
SmartCtvDcServer,TXRXDET_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_X_RXDETECT,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.TXRXDET",54000,
SmartCtvDcServer,TXRXDET_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_X_RXDETECT,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.TXRXDET",54000,
SmartCtvDcServer,TXRXDET_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_X_RXDETECT,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.TXRXDET",54000,
SmartCtvDcServer,TXRXDET_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_X_RXNODETECT,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.TXRXDET",54001,
SmartCtvDcServer,TXRXDET_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_X_RXNODETECT,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.TXRXDET",54001,
SmartCtvDcServer,TXRXDET_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_X_RXNODETECT,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.TXRXDET",54001,
SmartCtvDcServer,ANALOG_PCIE_SMARTCTVDC_K_END_X_X_NOM_X_TXALL0,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.RTERM",54001,
SmartCtvDcServer,ANALOG_PCIE_SMARTCTVDC_K_END_X_X_NOM_X_TXALL1,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.RTERM",54002,
SmartCtvDcServer,ANALOG_PCIE_SMARTCTVDC_K_BEGIN_X_X_NOM_X_TXALL0CHECK,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.RTERM",54003,
SmartCtvDcServer,ANALOG_PCIE_SMARTCTVDC_K_BEGIN_X_X_NOM_X_TXALL1CHECK,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.RTERM",54003,
SmartCtvDcServer,ANALOG_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_X_TXALL0,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.RTERM",54001,
SmartCtvDcServer,ANALOG_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_X_TXALL0,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.RTERM",54001,
SmartCtvDcServer,ANALOG_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_X_TXALL0,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.RTERM",54001,
SmartCtvDcServer,ANALOG_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_X_TXALL1,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.RTERM",54001,
SmartCtvDcServer,ANALOG_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_X_TXALL1,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.RTERM",54001,
SmartCtvDcServer,ANALOG_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_X_TXALL1,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.RTERM",54001,
SmartCtvDcServer,ANALOG_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_X_RTERM,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.RTERM",54005,
SmartCtvDcServer,ANALOG_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_X_RTERM,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.RTERM",54005,
SmartCtvDcServer,ANALOG_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_X_RTERM,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.RTERM",54005,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_END_X_X_MIN_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_END_X_X_MIN_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54001,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_END_X_X_MIN_8000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54002,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_END_X_X_MIN_16000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54003,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_END_X_X_MIN_32000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54004,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_E_END_X_X_MIN_64000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54005,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_END_X_X_MAX_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_END_X_X_MAX_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54001,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_END_X_X_MAX_8000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54002,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_END_X_X_MAX_16000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54003,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_END_X_X_MAX_32000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54004,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_E_END_X_X_MAX_64000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54005,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54001,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_8000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54002,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_16000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54003,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_32000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54004,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_64000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54005,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54001,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_8000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54002,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_16000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54003,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_32000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54004,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_64000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54005,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54000,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54001,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_8000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54002,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_16000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54003,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_32000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54004,
SmartCtvDcServer,ISOEXTLB_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_64000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.EXTLB",54005,
SmartCtvDcServer,ISOSQLCH_PCIE_SMARTCTVDC_K_END_X_X_MIN_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.SQLCH",54000,
SmartCtvDcServer,ISOSQLCH_PCIE_SMARTCTVDC_K_END_X_X_MAX_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.SQLCH",54000,
SmartCtvDcServer,ISOSQLCH_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.SQLCH",54000,
SmartCtvDcServer,ISOSQLCH_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.SQLCH",54000,
SmartCtvDcServer,ISOSQLCH_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.SQLCH",54000,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_END_X_X_MIN_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54000,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_END_X_X_MAX_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54000,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54000,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54001,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_8000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54002,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_16000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54003,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_32000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54004,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_MIN_64000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54005,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54000,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54001,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_8000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54002,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_16000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54003,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_32000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54004,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_NOM_64000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54005,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_2500_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54000,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_5000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54001,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_8000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54002,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_16000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54003,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_32000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54004,
SmartCtvDcServer,APROBE_PCIE_SMARTCTVDC_K_SDTEND_X_X_MAX_64000_X,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.APROBE",54005,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_END_X_X_MIN_X_NUP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54000,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_END_X_X_MAX_X_NUP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54000,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_END_X_X_MIN_X_NDN,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54001,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_END_X_X_MAX_X_NDN,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54001,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_END_X_X_MIN_X_PUP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54002,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_END_X_X_MAX_X_PUP,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54002,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_END_X_X_MIN_X_PDN,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54003,
SmartCtvDcServer,NTL_PCIE_SMARTCTVDC_K_END_X_X_MAX_X_PDN,"GetEnvironmentVariable(""~HDMT_TP_BASE_DIR"") + SIO_PCIE.inputFilePath + UCC.NTL",54003,
