Pin,MC,TYPE,Parameter,Channel,SubChannel,Partition,Nibble,FieldName,Register,Field,Size,Base,ExpectedData,StringData,StorageToken,LowLimit,HighLimit,ExitPort,ItuffToken,ItuffDescriptor
TDO,M0,DATA,-,-,A,2,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M0_A_2_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,A,2,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M0_A_2_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,A,2,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M0_A_2_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,A,2,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M0_A_2_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,A,3,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M0_A_3_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,A,3,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M0_A_3_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,A,3,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M0_A_3_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,A,3,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M0_A_3_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,A,3,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M0_A_3_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,A,3,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M0_A_3_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,A,4,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M0_A_4_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,A,4,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M0_A_4_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,A,4,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M0_A_4_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,A,4,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M0_A_4_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,A,4,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M0_A_4_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,A,4,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M0_A_4_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,0,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M0_B_0_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,0,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M0_B_0_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,0,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M0_B_0_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,0,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M0_B_0_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,0,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M0_B_0_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,0,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M0_B_0_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,1,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M0_B_1_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,1,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M0_B_1_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,1,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M0_B_1_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,1,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M0_B_1_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,1,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M0_B_1_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,1,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M0_B_1_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,2,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M0_B_2_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,2,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M0_B_2_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,2,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M0_B_2_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,2,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M0_B_2_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,2,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M0_B_2_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,2,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M0_B_2_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,3,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M0_B_3_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,3,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M0_B_3_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,3,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M0_B_3_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,3,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M0_B_3_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,3,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M0_B_3_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,3,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M0_B_3_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,4,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M0_B_4_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,4,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M0_B_4_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,4,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M0_B_4_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,4,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M0_B_4_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,4,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M0_B_4_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M0,DATA,-,-,B,4,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M0_B_4_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,0,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M1_A_0_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,0,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M1_A_0_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,0,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M1_A_0_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,0,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M1_A_0_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,0,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M1_A_0_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,0,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M1_A_0_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,1,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M1_A_1_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,1,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M1_A_1_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,1,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M1_A_1_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,1,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M1_A_1_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,1,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M1_A_1_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,1,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M1_A_1_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,2,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M1_A_2_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,2,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M1_A_2_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,2,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M1_A_2_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,2,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M1_A_2_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,2,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M1_A_2_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,2,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M1_A_2_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,3,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M1_A_3_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,3,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M1_A_3_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,3,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M1_A_3_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,3,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M1_A_3_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,3,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M1_A_3_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,3,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M1_A_3_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,4,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M1_A_4_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,4,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M1_A_4_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,4,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M1_A_4_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,4,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M1_A_4_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,4,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M1_A_4_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,A,4,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M1_A_4_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,0,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M1_B_0_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,0,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M1_B_0_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,0,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M1_B_0_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,0,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M1_B_0_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,0,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M1_B_0_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,0,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M1_B_0_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,1,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M1_B_1_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,1,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M1_B_1_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,1,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M1_B_1_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,1,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M1_B_1_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,1,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M1_B_1_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,1,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M1_B_1_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,2,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M1_B_2_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,2,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M1_B_2_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,2,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M1_B_2_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,2,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M1_B_2_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,2,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M1_B_2_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,2,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M1_B_2_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,3,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M1_B_3_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,3,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M1_B_3_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,3,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M1_B_3_0_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,3,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M1_B_3_1_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,3,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M1_B_3_1_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,3,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M1_B_3_1_LdoMdllEnCalIdleLeg,4,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,4,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M1_B_4_0_LdoVrefctrl,9,-,-,-,-,403,450,0,LDOMDLL_CAL_DATA,LDOMDLL
TDO,M1,DATA,-,-,B,4,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M1_B_4_0_LdoMdllWkLockOffset,6,-,-,-,-,-,-,0,LDOMDLL_CAL_DATA,LDOMDLL
