Index,MC,TYPE,SubChannel,Partition,Nibble,FieldName,Register,Field,Name,Name_Index,combined_string
10,M2,CC,B,x,x,LdoVrefctrl,ddrcc_ldo_mdll_ctl0,M2_B_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_10,&---M2---CC---B---x---x---LdoVrefctrl---ddrcc_ldo_mdll_ctl0---M2_B_x_x_LdoVrefctrl
11,M2,CC,B,x,x,LdoMdllEnCalIdleLeg,ddrcc_ldo_mdll_ctl2,M2_B_x_x_LdoMdllEnCalIdleLeg,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_11,&---M2---CC---B---x---x---LdoMdllEnCalIdleLeg---ddrcc_ldo_mdll_ctl2---M2_B_x_x_LdoMdllEnCalIdleLeg
12,M3,CC,A,x,x,LdoVrefctrl,ddrcc_ldo_mdll_ctl0,M3_A_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_12,&---M3---CC---A---x---x---LdoVrefctrl---ddrcc_ldo_mdll_ctl0---M3_A_x_x_LdoVrefctrl
13,M3,CC,A,x,x,LdoMdllEnCalIdleLeg,ddrcc_ldo_mdll_ctl2,M3_A_x_x_LdoMdllEnCalIdleLeg,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_13,&---M3---CC---A---x---x---LdoMdllEnCalIdleLeg---ddrcc_ldo_mdll_ctl2---M3_A_x_x_LdoMdllEnCalIdleLeg
14,M3,CC,B,x,x,LdoVrefctrl,ddrcc_ldo_mdll_ctl0,M3_B_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_14,&---M3---CC---B---x---x---LdoVrefctrl---ddrcc_ldo_mdll_ctl0---M3_B_x_x_LdoVrefctrl
15,M3,CC,B,x,x,LdoMdllEnCalIdleLeg,ddrcc_ldo_mdll_ctl2,M3_B_x_x_LdoMdllEnCalIdleLeg,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_15,&---M3---CC---B---x---x---LdoMdllEnCalIdleLeg---ddrcc_ldo_mdll_ctl2---M3_B_x_x_LdoMdllEnCalIdleLeg
16,M4,CC,A,x,x,LdoVrefctrl,ddrcc_ldo_mdll_ctl0,M4_A_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_16,&---M4---CC---A---x---x---LdoVrefctrl---ddrcc_ldo_mdll_ctl0---M4_A_x_x_LdoVrefctrl
17,M4,CC,A,x,x,LdoMdllEnCalIdleLeg,ddrcc_ldo_mdll_ctl2,M4_A_x_x_LdoMdllEnCalIdleLeg,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_17,&---M4---CC---A---x---x---LdoMdllEnCalIdleLeg---ddrcc_ldo_mdll_ctl2---M4_A_x_x_LdoMdllEnCalIdleLeg
18,M4,CC,B,x,x,LdoVrefctrl,ddrcc_ldo_mdll_ctl0,M4_B_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_18,&---M4---CC---B---x---x---LdoVrefctrl---ddrcc_ldo_mdll_ctl0---M4_B_x_x_LdoVrefctrl
19,M4,CC,B,x,x,LdoMdllEnCalIdleLeg,ddrcc_ldo_mdll_ctl2,M4_B_x_x_LdoMdllEnCalIdleLeg,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_19,&---M4---CC---B---x---x---LdoMdllEnCalIdleLeg---ddrcc_ldo_mdll_ctl2---M4_B_x_x_LdoMdllEnCalIdleLeg
20,M5,CC,A,x,x,LdoVrefctrl,ddrcc_ldo_mdll_ctl0,M5_A_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_20,&---M5---CC---A---x---x---LdoVrefctrl---ddrcc_ldo_mdll_ctl0---M5_A_x_x_LdoVrefctrl
21,M5,CC,A,x,x,LdoMdllEnCalIdleLeg,ddrcc_ldo_mdll_ctl2,M5_A_x_x_LdoMdllEnCalIdleLeg,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_21,&---M5---CC---A---x---x---LdoMdllEnCalIdleLeg---ddrcc_ldo_mdll_ctl2---M5_A_x_x_LdoMdllEnCalIdleLeg
22,M5,CC,B,x,x,LdoVrefctrl,ddrcc_ldo_mdll_ctl0,M5_B_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_22,&---M5---CC---B---x---x---LdoVrefctrl---ddrcc_ldo_mdll_ctl0---M5_B_x_x_LdoVrefctrl
23,M5,CC,B,x,x,LdoMdllEnCalIdleLeg,ddrcc_ldo_mdll_ctl2,M5_B_x_x_LdoMdllEnCalIdleLeg,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_23,&---M5---CC---B---x---x---LdoMdllEnCalIdleLeg---ddrcc_ldo_mdll_ctl2---M5_B_x_x_LdoMdllEnCalIdleLeg
24,M6,CC,A,x,x,LdoVrefctrl,ddrcc_ldo_mdll_ctl0,M6_A_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_24,&---M6---CC---A---x---x---LdoVrefctrl---ddrcc_ldo_mdll_ctl0---M6_A_x_x_LdoVrefctrl
25,M6,CC,A,x,x,LdoMdllEnCalIdleLeg,ddrcc_ldo_mdll_ctl2,M6_A_x_x_LdoMdllEnCalIdleLeg,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_25,&---M6---CC---A---x---x---LdoMdllEnCalIdleLeg---ddrcc_ldo_mdll_ctl2---M6_A_x_x_LdoMdllEnCalIdleLeg
26,M6,CC,B,x,x,LdoVrefctrl,ddrcc_ldo_mdll_ctl0,M6_B_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_26,&---M6---CC---B---x---x---LdoVrefctrl---ddrcc_ldo_mdll_ctl0---M6_B_x_x_LdoVrefctrl
27,M6,CC,B,x,x,LdoMdllEnCalIdleLeg,ddrcc_ldo_mdll_ctl2,M6_B_x_x_LdoMdllEnCalIdleLeg,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_27,&---M6---CC---B---x---x---LdoMdllEnCalIdleLeg---ddrcc_ldo_mdll_ctl2---M6_B_x_x_LdoMdllEnCalIdleLeg
28,M7,CC,A,x,x,LdoVrefctrl,ddrcc_ldo_mdll_ctl0,M7_A_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_28,&---M7---CC---A---x---x---LdoVrefctrl---ddrcc_ldo_mdll_ctl0---M7_A_x_x_LdoVrefctrl
29,M7,CC,A,x,x,LdoMdllEnCalIdleLeg,ddrcc_ldo_mdll_ctl2,M7_A_x_x_LdoMdllEnCalIdleLeg,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_29,&---M7---CC---A---x---x---LdoMdllEnCalIdleLeg---ddrcc_ldo_mdll_ctl2---M7_A_x_x_LdoMdllEnCalIdleLeg
30,M7,CC,B,x,x,LdoVrefctrl,ddrcc_ldo_mdll_ctl0,M7_B_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_30,&---M7---CC---B---x---x---LdoVrefctrl---ddrcc_ldo_mdll_ctl0---M7_B_x_x_LdoVrefctrl
31,M7,CC,B,x,x,LdoMdllEnCalIdleLeg,ddrcc_ldo_mdll_ctl2,M7_B_x_x_LdoMdllEnCalIdleLeg,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CC_31,&---M7---CC---B---x---x---LdoMdllEnCalIdleLeg---ddrcc_ldo_mdll_ctl2---M7_B_x_x_LdoMdllEnCalIdleLeg
0,M0,CLK,x,x,x,LdoVrefctrl,ddrclk_ldo_mdll_ctl0,M0_x_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK_0,&---M0---CLK---x---x---x---LdoVrefctrl---ddrclk_ldo_mdll_ctl0---M0_x_x_x_LdoVrefctrl
1,M1,CLK,x,x,x,LdoVrefctrl,ddrclk_ldo_mdll_ctl0,M1_x_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK_1,&---M1---CLK---x---x---x---LdoVrefctrl---ddrclk_ldo_mdll_ctl0---M1_x_x_x_LdoVrefctrl
2,M2,CLK,x,x,x,LdoVrefctrl,ddrclk_ldo_mdll_ctl0,M2_x_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK_2,&---M2---CLK---x---x---x---LdoVrefctrl---ddrclk_ldo_mdll_ctl0---M2_x_x_x_LdoVrefctrl
3,M3,CLK,x,x,x,LdoVrefctrl,ddrclk_ldo_mdll_ctl0,M3_x_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK_3,&---M3---CLK---x---x---x---LdoVrefctrl---ddrclk_ldo_mdll_ctl0---M3_x_x_x_LdoVrefctrl
4,M4,CLK,x,x,x,LdoVrefctrl,ddrclk_ldo_mdll_ctl0,M4_x_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK_4,&---M4---CLK---x---x---x---LdoVrefctrl---ddrclk_ldo_mdll_ctl0---M4_x_x_x_LdoVrefctrl
5,M5,CLK,x,x,x,LdoVrefctrl,ddrclk_ldo_mdll_ctl0,M5_x_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK_5,&---M5---CLK---x---x---x---LdoVrefctrl---ddrclk_ldo_mdll_ctl0---M5_x_x_x_LdoVrefctrl
6,M6,CLK,x,x,x,LdoVrefctrl,ddrclk_ldo_mdll_ctl0,M6_x_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK_6,&---M6---CLK---x---x---x---LdoVrefctrl---ddrclk_ldo_mdll_ctl0---M6_x_x_x_LdoVrefctrl
7,M7,CLK,x,x,x,LdoVrefctrl,ddrclk_ldo_mdll_ctl0,M7_x_x_x_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_CLK_7,&---M7---CLK---x---x---x---LdoVrefctrl---ddrclk_ldo_mdll_ctl0---M7_x_x_x_LdoVrefctrl
0,M0,DATA,A,0,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M0_A_0_0_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA_0,&---M0---DATA---A---0---0---LdoVrefctrl---ddrd_n0_ldo_mdll_ctl0---M0_A_0_0_LdoVrefctrl
1,M0,DATA,A,0,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M0_A_0_0_LdoMdllWkLockOffset,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA_1,&---M0---DATA---A---0---0---LdoMdllWkLockOffset---ddrd_n0_ldo_mdll_ctl3---M0_A_0_0_LdoMdllWkLockOffset
2,M0,DATA,A,0,0,LdoMdllEnCalIdleLeg,ddrd_n0_ldo_mdll_ctl2,M0_A_0_0_LdoMdllEnCalIdleLeg,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA_2,&---M0---DATA---A---0---0---LdoMdllEnCalIdleLeg---ddrd_n0_ldo_mdll_ctl2---M0_A_0_0_LdoMdllEnCalIdleLeg
3,M0,DATA,A,0,1,LdoVrefctrl,ddrd_n1_ldo_mdll_ctl0,M0_A_0_1_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA_3,&---M0---DATA---A---0---1---LdoVrefctrl---ddrd_n1_ldo_mdll_ctl0---M0_A_0_1_LdoVrefctrl
4,M0,DATA,A,0,1,LdoMdllWkLockOffset,ddrd_n1_ldo_mdll_ctl3,M0_A_0_1_LdoMdllWkLockOffset,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA_4,&---M0---DATA---A---0---1---LdoMdllWkLockOffset---ddrd_n1_ldo_mdll_ctl3---M0_A_0_1_LdoMdllWkLockOffset
5,M0,DATA,A,0,1,LdoMdllEnCalIdleLeg,ddrd_n1_ldo_mdll_ctl2,M0_A_0_1_LdoMdllEnCalIdleLeg,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA_5,&---M0---DATA---A---0---1---LdoMdllEnCalIdleLeg---ddrd_n1_ldo_mdll_ctl2---M0_A_0_1_LdoMdllEnCalIdleLeg
6,M0,DATA,A,1,0,LdoVrefctrl,ddrd_n0_ldo_mdll_ctl0,M0_A_1_0_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA_6,&---M0---DATA---A---1---0---LdoVrefctrl---ddrd_n0_ldo_mdll_ctl0---M0_A_1_0_LdoVrefctrl
7,M0,DATA,A,1,0,LdoMdllWkLockOffset,ddrd_n0_ldo_mdll_ctl3,M0_A_1_0_LdoMdllWkLockOffset,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDOMDLL_CAL_DATA_7,&---M0---DATA---A---1---0---LdoMdllWkLockOffset---ddrd_n0_ldo_mdll_ctl3---M0_A_1_0_LdoMdllWkLockOffset
