Index,MC,TYPE,SubChannel,Partition,Nibble,FieldName,Register,Field,Name,Name_Index,combined_string
22,M0,DATA,B,0,1,ldo_vrefctrl,ddrd_n1_ldo_deskew_ctl0,M0_B_0_1_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_22,&---M0---DATA---B---0---1---ldo_vrefctrl---ddrd_n1_ldo_deskew_ctl0---M0_B_0_1_LdoVrefctrl
23,M0,DATA,B,0,1,ldo_driver_static_leg_offset,ddrd_n1_ldo_deskew_ctl3,M0_B_0_1_LdoDriverStaticLegOfs,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_23,&---M0---DATA---B---0---1---ldo_driver_static_leg_offset---ddrd_n1_ldo_deskew_ctl3---M0_B_0_1_LdoDriverStaticLegOfs
24,M0,DATA,B,1,0,ldo_vrefctrl,ddrd_n0_ldo_deskew_ctl0,M0_B_1_0_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_24,&---M0---DATA---B---1---0---ldo_vrefctrl---ddrd_n0_ldo_deskew_ctl0---M0_B_1_0_LdoVrefctrl
25,M0,DATA,B,1,0,ldo_driver_static_leg_offset,ddrd_n0_ldo_deskew_ctl3,M0_B_1_0_LdoDriverStaticLegOfs,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_25,&---M0---DATA---B---1---0---ldo_driver_static_leg_offset---ddrd_n0_ldo_deskew_ctl3---M0_B_1_0_LdoDriverStaticLegOfs
26,M0,DATA,B,1,1,ldo_vrefctrl,ddrd_n1_ldo_deskew_ctl0,M0_B_1_1_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_26,&---M0---DATA---B---1---1---ldo_vrefctrl---ddrd_n1_ldo_deskew_ctl0---M0_B_1_1_LdoVrefctrl
27,M0,DATA,B,1,1,ldo_driver_static_leg_offset,ddrd_n1_ldo_deskew_ctl3,M0_B_1_1_LdoDriverStaticLegOfs,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_27,&---M0---DATA---B---1---1---ldo_driver_static_leg_offset---ddrd_n1_ldo_deskew_ctl3---M0_B_1_1_LdoDriverStaticLegOfs
28,M0,DATA,B,2,0,ldo_vrefctrl,ddrd_n0_ldo_deskew_ctl0,M0_B_2_0_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_28,&---M0---DATA---B---2---0---ldo_vrefctrl---ddrd_n0_ldo_deskew_ctl0---M0_B_2_0_LdoVrefctrl
29,M0,DATA,B,2,0,ldo_driver_static_leg_offset,ddrd_n0_ldo_deskew_ctl3,M0_B_2_0_LdoDriverStaticLegOfs,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_29,&---M0---DATA---B---2---0---ldo_driver_static_leg_offset---ddrd_n0_ldo_deskew_ctl3---M0_B_2_0_LdoDriverStaticLegOfs
30,M0,DATA,B,2,1,ldo_vrefctrl,ddrd_n1_ldo_deskew_ctl0,M0_B_2_1_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_30,&---M0---DATA---B---2---1---ldo_vrefctrl---ddrd_n1_ldo_deskew_ctl0---M0_B_2_1_LdoVrefctrl
31,M0,DATA,B,2,1,ldo_driver_static_leg_offset,ddrd_n1_ldo_deskew_ctl3,M0_B_2_1_LdoDriverStaticLegOfs,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_31,&---M0---DATA---B---2---1---ldo_driver_static_leg_offset---ddrd_n1_ldo_deskew_ctl3---M0_B_2_1_LdoDriverStaticLegOfs
32,M0,DATA,B,3,0,ldo_vrefctrl,ddrd_n0_ldo_deskew_ctl0,M0_B_3_0_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_32,&---M0---DATA---B---3---0---ldo_vrefctrl---ddrd_n0_ldo_deskew_ctl0---M0_B_3_0_LdoVrefctrl
33,M0,DATA,B,3,0,ldo_driver_static_leg_offset,ddrd_n0_ldo_deskew_ctl3,M0_B_3_0_LdoDriverStaticLegOfs,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_33,&---M0---DATA---B---3---0---ldo_driver_static_leg_offset---ddrd_n0_ldo_deskew_ctl3---M0_B_3_0_LdoDriverStaticLegOfs
34,M0,DATA,B,3,1,ldo_vrefctrl,ddrd_n1_ldo_deskew_ctl0,M0_B_3_1_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_34,&---M0---DATA---B---3---1---ldo_vrefctrl---ddrd_n1_ldo_deskew_ctl0---M0_B_3_1_LdoVrefctrl
35,M0,DATA,B,3,1,ldo_driver_static_leg_offset,ddrd_n1_ldo_deskew_ctl3,M0_B_3_1_LdoDriverStaticLegOfs,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_35,&---M0---DATA---B---3---1---ldo_driver_static_leg_offset---ddrd_n1_ldo_deskew_ctl3---M0_B_3_1_LdoDriverStaticLegOfs
36,M0,DATA,B,4,0,ldo_vrefctrl,ddrd_n0_ldo_deskew_ctl0,M0_B_4_0_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_36,&---M0---DATA---B---4---0---ldo_vrefctrl---ddrd_n0_ldo_deskew_ctl0---M0_B_4_0_LdoVrefctrl
37,M0,DATA,B,4,0,ldo_driver_static_leg_offset,ddrd_n0_ldo_deskew_ctl3,M0_B_4_0_LdoDriverStaticLegOfs,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_37,&---M0---DATA---B---4---0---ldo_driver_static_leg_offset---ddrd_n0_ldo_deskew_ctl3---M0_B_4_0_LdoDriverStaticLegOfs
38,M0,DATA,B,4,1,ldo_vrefctrl,ddrd_n1_ldo_deskew_ctl0,M0_B_4_1_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_38,&---M0---DATA---B---4---1---ldo_vrefctrl---ddrd_n1_ldo_deskew_ctl0---M0_B_4_1_LdoVrefctrl
39,M0,DATA,B,4,1,ldo_driver_static_leg_offset,ddrd_n1_ldo_deskew_ctl3,M0_B_4_1_LdoDriverStaticLegOfs,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_39,&---M0---DATA---B---4---1---ldo_driver_static_leg_offset---ddrd_n1_ldo_deskew_ctl3---M0_B_4_1_LdoDriverStaticLegOfs
40,M1,DATA,A,0,0,ldo_vrefctrl,ddrd_n0_ldo_deskew_ctl0,M1_A_0_0_LdoVrefctrl,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA,MIO_DDR::ACIOLB_DDR_CTVD_K_PREHVQK_TAP_FIXDIG_MAX_LFM_DDR_4000_LDODESKEW_DATA_40,&---M1---DATA---A---0---0---ldo_vrefctrl---ddrd_n0_ldo_deskew_ctl0---M1_A_0_0_LdoVrefctrl
